"sep=,"
"received_message","pattern_matching","reply_message","multiple_replies","multiple_reply_delay","multiple_reply_delay_max","recipients","contacts","ignored_contacts","reply_delay","reply_delay_max","specific_times","monday","tuesday","wednesday","thursday","friday","saturday","sunday","pause_type","pause_value","disabled","subrule_of","go_to_rule","req_screen_off","req_charging","req_silent","req_do_not_disturb","req_car_mode","prev_rule_timeout","priority_alert"
"*virtex//virtex//virus//bug wa//bug wa//bug wa*","normal","*UNTUK MENDAPATKAN VIRUS WA ANDA BISA MEMBERIKAN PERINTAH #bugwa*","single","","","b","","","","","0","","","","","","","","seconds","0","0","","",,,,,,,
"#cersex","none","*SILAHKAN VERIFIKASI DULU DENGAN PERINTAH #saya18*","single","","","b","","","","","0","","","","","","","","seconds","0","0","","",,,,,,,
"#saya18","none","*Anda di verifikasi 18 tahun ke atas, dan jika anda bukan 18 tahun kami tidak bertanggung jawab atas dampak negatif atau positif pada diri anda, Berikan !cersex untuk membaca cerita Sex*","single","","","b","","","","","0","","","","","","","","seconds","0","0","","",,,,,,,
"!cersex","none","Hy nama ku Gery aku akan menceritakan pengalam sex ku yang cukup konyol tapi ini sangat menarik untuk saya ceritakan, Cerita ini di awali sejak saya kelas 5 SD, hmmm ini awal saya merasakan yang namanya s***e saya tidak bermaksud mengundang kalian melakukan ini, karena saya hanya membagikan pengalaman saya saja, cerita ini berawal dari saat saya sd kelas 5 saya merasakan rasanya sakit hati, tapi ini bukan karena cinta, ini karena ortu saya, ayah dan ibu saya sering bertengkar dan akhir nya ibu dan ayah saya berpisah, saya tidak tau kemana pergi nya ibu saya saat itu, hmm lalu saya tinggal dengan ayah saya dan selang 1 bulan ayah sayapun mau menikah, awal nya saya tidak setuju, tapi setelah saya di kenal kan dengan cewek baru ayah saya, ternyata dia masih muda usia nya 20 tahun, sedangkan ayah saya sudah 30 tahun, dan awal nya saya takut dengan dia, ternyata dia baik dia juga menggap saya seperti anak nya sendiri, dia yang saya maksud adalah calon ibu tiri saya, kemudian setelah saya kenalan 2 bulan saya mulai dekat dengan dia, dan ayah dan ibu baru sayapun menikah, sekarang saya sebut saja dia ibu saya, nah setelah 3 hari menikah nasib malang menimpa kami, saya, ibu, dan ayah saya pergi keluar membawa mobil dan mobil ayah saya mengalami rem blong, kami pun kecelakaan dan yang selamt cuma saya dan ibu saya, ibu sayapun menangis dan hancur sambil memeluk saya di waktu pemakaman ayah saya, dan ibu saya depresi dan berjanji kepada ayah saya akan menjaga saya dan tidak akan menikah, hmmm lalu setelah beberapa bulan sayapun naik kelas ke kelas 5 SD btw di awal itu saya kelas 4 yak, nah lalu ibu saya udah bisa melupakan semua itu tapi masih memegang janji nya, dan pada suatu hari saya kebelet pipis nah kebetulan waktu itu ibu saya lagi mandi pas saya pipis tanpa saya sadari di kamar mandi ada ibu saya yang sedang mandi, Toilet dan tempat mandi nya terpisah jadi saya tidak tau, nah waktu itulah pas saya mau keluar ibu saya keluar dari kamar mandi tanpa busana, dan saya mengintip dari toilet, nah lalu saya terpeleset dan jatuh, lalu ibu saya membantu saya, hmmm dia gak malu atau kaget mungkin karena dia sudah mengagap saya anak nya dan masih kecil jadi dia b aja, nah lalu saya memperhatikan dia terus sampai akhirnya burung saya berdiri 😂, nah lalu malampun tiba ibu saya kedatangan temen cewek nya, dan mengatakan soal hamil gitu lah, nah pas waktu itu saya lagi ada di tangga mau ambil air lalu ibu saya berkata ke temen nya, gimana mau hamil ngen*** aja gak pernah, cukup gery aja jadi anak ku karena aku udh berjanji sama makam ayah nya, dan bla bla bla, fokus aja ke pikiran saya dan saat itulah saya tau kalo ibu saya perawan, hehehe, lalu malam hari saya pura pura gak bisa tidur dan minta di temenin, lalu saya pun di peluk, dan dalam sudut pandang dia, dia memeluk anak nya saat Tidur, tapi saya melihat, cewek cantik pakai pakaian seksi memeluk saya, lalu saya di cium dan saya minta di lamain nah beberapa jam kemudian dia tertidur, dan kemudian ko**** saya berdiri, lalu aku mencari Video bo*** di internet lalu aku mau mempraktekan nya kepada ibu saya, lalu saya cium dulu ibu saya habis itu saya naikin daster nya, nah pas saya masukan kontol saya ke mulut nya dia tiba tiba bangun dengan kaget, saya pun kaget dan takut, lalu tiba tiba dia tersenyum lalu berkata, Kamu pengen?, lalu saya jawab maaf ma, aku gak lakuin apa apa sambil nangis😂😂, lalu dia ketawa dan membuka pakaian, lalu dia bilang udah jangan nangis,,sini mama kasih apa yang kamu kaasih,lalu aku pun di suruh masukin anu aku, lalu ah enak banget, lalu kami pun melakukan nya, sambil dia desah ah ah ah tapi pelan karena gak terlalu sakit, lalu kami pun semakin dekat, dan baru beberapa kali aku keluar masukin dia pun bilang stop, lalu dia bilang, bentar ya sayank mama mau beli kondo* dulu biar aman, lalu aku tanya apa itu kondo*, lalu di jelaskan, singkat nya setelah beli kami lanjut gitu, dan lalu waktu dah capek dn puas, Kami pun Tidur dan akhir nya kamipun tiap hari ena ena, dan mungkin ini udah lama, sampai sini aja, bye semu :)","single","","","b","","","","","0","","","","","","","","seconds","0","0","","",,,,,,,
"#tools","none","╭─「 *Raa BOTz🤖* 」\n║╭─────  \n║├「BOT INFORMATION」\n║│ USERNAME: %name%\n║│ ACCOUNT : VIP USE\n║│ BOT DATE: %day_of_week%/%day_of_month_short%/%month_name%/%year%\n║│ POWER BOT: %battery%%\n║│ BOT VERSION : %app_version%\n║│ TIME/HOUR : %hour_of_day% Wita\n║╰─────       \n╠「LIST MENU %message%」\n╠ #darkfb\n╠ #phising\n╠ #nmap\n╠ #bughunter\n╠ #redhawk\n╠ #sqlmap\n╠ #daijoubu\n╠ #webdavtools\n╠ #kodrok\n╠ #inurl\n╠ #adminfinder\n╠ #cakil\n╠ #lazymux\n╠ #weeman\n║\n╠「 WARNING 」\n║Ini adalah tools paling work\n║yang kami kumpulkan dari\n║beberapa Website.\n║\n╰─「SUBSCRIBE arabotz」\nhttps://youtube.com/channel/UCy5y79y7gtFACwtbrQRGTFQ","single","","","b","","","","","0","","","","","","","","seconds","0","0","","",,,,,,,
"#darkfb","none","*TOOLS DARK FB V1.9*\n\n$ pkg install git python2\n\n$ pip2 install mechanize requests\n\n$ git clone https://github.com/storiku/darkfb1.9\n\n$ cd darkfb1.9\n\n$ python2 dark.pyc\n\nID: Termux\nPass: omaliptv","single","","","b","","","","","0","","","","","","","","seconds","0","0","","",,,,,,,
"#phising","none","*TOOLS PHISING TERBARU*\n\n$ pkg update && upgrade\n\n$ pkg install wget\n\n$ pkg install ssh\n\n$ pkg install php\n\n$ git clone https://github.com/xHak9x/SocialPhish\n\n$ cd SocialPhish\n\n$ chmod +x *\n\n$ ./socialphish.sh","single","","","b","","","","","0","","","","","","","","seconds","0","0","","",,,,,,,
"#nmap","none","*TOOLS NMAP TERMUX*\n\n$ pkg update && upgrade\n\n$ pkg install nmap\n\n$ nmap [Scan Type(s)] [Options] {target specification}\n\nuntuk menampilkan bantuan opsi yang disediakan nmap cukup ketikan\n\n$ nmap -help","single","","","b","","","","","0","","","","","","","","seconds","0","0","","",,,,,,,
"#bughunter","none","*TOOLS BUGHUNTER*\n\n$ pkg update && pkg upgrade\n\n$ pkg install git\n$ pkg install python\n$ pkg install python2\n$ git clone https://github.com/thehackingsage/bughunter.git\n$ ls\n$ cd bughunter\n$ ls\n$ chmod +x bughunter.py\n\nLalu kita saatnya tahap menjalankan si bug hunternya dengan cara\n\n$ python2 bughunter.py\n\nLalu cari lah no yang sesuai untuk menjadi bahan pentesting","single","","","b","","","","","0","","","","","","","","seconds","0","0","","",,,,,,,
"#redhawk","none","*TOOLS REDHAWK*\n\n$ apt update\n$ apt install git\n$ git clone https://github.com/Tuhinshubhra/RED_HAWK\n$ cd RED_HAWK\n$ chmod +x rhawk.php\n$ apt install php\n$ ls\n$ php rhawk.php\n\nCara memakainya? Pastekan saja site kalian kedalam situ terus kalian akan bertemu di tahap ke dua pastekan lagi tinggal kalian hapus http/https kalian karena sudah tersedia di tools nya dan terus enter","single","","","b","","","","","0","","","","","","","","seconds","0","0","","",,,,,,,
"#sqlmap","none","*SQLMAP TERMUX*\n\n$ apt update && apt upgrade\n$ apt install git\n$ pkg install python2\n$ git clone https://github.com/sqlmapproject/sqlmap\n\n$ cd sqlmap\n$ python2 sqlmap.py","single","","","c","","","","","0","","","","","","","","seconds","0","0","","",,,,,,,
"#daijoubu","none","*Tools daijoubu*\n\n$apt upgrade && apt update\n$apt install php\n$apt install git\nKalo udah selesai langsung masukan git nya dengan perintah\n$git clone https://github.com/alintamvanz/diejoubu\n$cd diejoubu\n$cd v1.2\n$php daijobu.php","single","","","b","","","","","0","","","","","","","","seconds","0","0","","",,,,,,,
"#webdavtools","none","*TOOLS WEBDAV*\n\n\n$ apt update && upgrade\n$ apt install python2\n$ pip2 install urllib3 chardet certifi idna requests\n$ apt install openssl curl\n$ pkg install libcurl\n$ ln -s /sdcard\n$ cd sdcard\n$ mkdir webdav\n$ cd webdav\n\nTools ini untuk membantu mengupload html anda saja menjadi defeace","single","","","b","","","","","0","","","","","","","","seconds","0","0","","",,,,,,,
"kodrok","none","*TOOLS KODROK*\n\n$ apt update\n$ apt upgrade -y (Enter)\n$ apt install git -y (Enter)\n$ apt install python2 -y (Enter)\n$ git clone https://github.com/CiKu370/ko-dork\n\n$ ls\n\n$ cd ko-dork\n\n$ python2 dork.py\n\nPertama Siapkan Bahan Dork sesuai tujuan anda, Cara Membuka File Vuln.txt\n\nTinggal Ketik\n\n$ apt install php -Y (Enter)\n\n$ php vuln.txt","single","","","b","","","","","0","","","","","","","","seconds","0","0","","",,,,,,,
"#inurl","none","*TOOLS INURL*\n\n$ apt update\n$ apt upgrade\n$ pkg install php\n$ pkg install git\n$ git clone https://github.com/googleinurl/SCANNER-INURLBR.git\n$ cd SCANNER-INURLBR\n$ php inurlbr.php\n\nFungsi nya Mencari INURL-BRL situs di internet","single","","","b","","","","","0","","","","","","","","seconds","0","0","","",,,,,,,
"#adminfinder","none","*Install admin finder in termux*\n\n$ apt update && apt upgrade\n$ pkg install python2\n$ pkg install git\n$ git clone https://github.com/AdheBolo/AdminFinder\n\n$ ls\n$ cd AdminFinder\n$ chmod 777 AdminFinder.py\n$ python2 AdminFinder.py","single","","","b","","","","","0","","","","","","","","seconds","0","0","","",,,,,,,
"#cakil","none","*TOOLS MR.CAKIL*\n\n$apt update && apt upgrade\n$pkg install git\n$git clone https://github.com/mrcakil/Mrcakil.git\n$cd Mrcakil\n&chmod +x tools\n$./tools","single","","","b","","","","","0","","","","","","","","seconds","0","0","","",,,,,,,
"#lazymux","none","*TOOLS LAZYMUX*\n\n$ apt update && apt upgrade\n$ apt install git\n$ apt install python\n$ apt install python2\n$ git clone https://github.com/Gameye98/Lazymux.git\n$ cd Lazymux\n$ python2 lazymux.py","single","","","b","","","","","0","","","","","","","","seconds","0","0","","",,,,,,,
"#weeman","none","*TOOLS WEEMAN*\n\n$ apt update && apt upgrade\n$ pkg install git\n$ pkg install python2\n$ pip2 install bs4\n$ pip2 install beautifulsoup\n$ git clone https://github.com/evait-security/weeman\n\ncd weeman\npython2 weeman.py","single","","","b","","","","","0","","","","","","","","seconds","0","0","","",,,,,,,
"#bucin","none","Seenggaknya cukup Antartika saja yang berjauhan, kalau antar kita jangan.<#>Aku mungkin cuek, tapi jauh di dalam hatiku sangat mempedulikanmu.<#>Sekarang ini aku baru merasakan bagaimana ketika jam tidur jadi berantakan hanya karena memikirkanmu terus-terusan.<#>Di dunia ini aku cuma punya 2 prioritas paling penting yaitu keluarga dan masa depan. Iya, masa depannya itu kamu.<#>Katanya wanita paling cantik itu saat dia tidur, dan aku sekarang tahu kalau pernyataan itu benar adanya.<#>Jangan sedih ya, nanti kukirimin bintang sekaligus rinduku biar bisa hibur kamu.<#>Selamat pagi untuk kamu yang selalu setia ada di hati, semoga harimu menyenangkan dan jangan lupa bahagia.<#>Menunggumu memang tak mudah, tapi aku berharap fakta waktu yang kuberikan tidaklah sia-sia.<#>Bisa nggak kamu istirahat sebentar aja buat bikin aku jatuh cinta?<#>Mikirin kamu itu sudah jadi rutinitasku setiap hari, kalau kamu nyuruh aku berhenti, ya rasanya nggak bakal bisa. Soalnya udah terbiasa.<#>Kamu memberikanku banyak hal, tapi aku cuma punya satu hal, itu cinta. Semoga cukup ya.<#>Jatuh cinta sama kamu itu rumit, aku nggak bisa menghentikan diri dari berpikir tentangmu setiap malam.<#>Fokus ke kamu aja, gak mau ke yang lain.<#>Rela dikecewain hanya demi bisa bertahan dengannya.<#>Bila mencintaimu adalah sebuah ilusi, maka ijinkan aku berimajinasi selamanya.<#>Kalau jelangkungnya kaya kamu, datang aku jemput, pulang aku anter deh.<#>Lebih baik mundur meninggalkan luka, daripada bertahan menambah luka baru.<#>Mungkin aku bukan yang terbaik, namun setidaknya aku sudah mencoba.<#>Sembuhkan dulu hatimu sebelum memulai kisah yang baru lagi.<#>Aku rela menunggu meski kamu tak memberiku kabar. Bahkan aku sadar jika kamu ingin kamu tinggalkan.<#>Telah kuat aku bertahan, namun tetap terbuang.<#>Aku masih seperti dulu.<#>Kamu yang di sana jaga hati ya.<#>Aku tak ingin yang lain harus kamu orangnya.","random","","","b","","","","","0","","","","","","","","seconds","0","0","","",,,,,,,
"#romantis","none","Mencintai kamu tidak pernah sebagai pilihan. Itu suatu keharusan.<#>Tanpa cintamu aku tidak bisa melakukan apa-apa, dengan cintamu, tidak ada yang tidak bisa kulakukan.<#>“Aku mencintaimu” berarti bahwa aku akan mencintaimu dan mendukungmu bahkan di saat-saat terburuk.<#>Apa pun yang terjadi. Apa pun yang kamu lakukan dan apa pun yang akan kamu lakukan. Aku akan selalu mencintaimu.<#>Pertama kali kamu menyentuhku, aku tahu aku dilahirkan untuk menjadi milikmu.<#>Ketika aku menatap matamu, aku tahu aku telah menemukan cermin jiwaku.<#>“Air hanya bersinar karena matahari, dan kamulah matahariku.” -Charles de Leusse-<#>Malamku telah menjadi fajar yang cerah karena kamu.<#>Setiap kali aku melihatmu, aku jatuh cinta lagi.<#>Hanya ada dua waktu aku ingin bersamamu. Sekarang dan selamanya.<#>Aku tidak peduli betapa sulitnya kita bersama, tidak ada yang lebih buruk daripada perpisahan.<#>Untukmu yang jauh disana dan sedang aku rindukan. Semoga kau selalu dilindungi oleh Tuhan.<#>Aku selalu di sisimu ke mana pun kamu pergi, meski tak terlihat. Lewat doa, aku bisa melakukannya.<#>Bumi pun tahu tentang dua manusia yang saling merindukan dan menatap langit yang sama. Dari aku dan kamu.<#>Untukmu, semoga jarak membuat kita dekat karena rindu, bukan justru menjauh karena jauh.<#>Hal yang aku suka dari kamu adalah kekuranganmu, hal itu mengajariku untuk menerima segala keadaanmu.<#>Terima kasih karena telah menguatkanku di saat semua orang ingin menghentikan langkahku.<#>Tatapan ini memang terlihat sangat sederhana, tetapi justru dari tatapan itulah aku merasa sangat bahagia.<#>Kau membuatku bahagia lewat cara yang orang lain tak bisa.","random","","","b","","","","","0","","","","","","","","seconds","0","0","","",,,,,,,
"#gombal","none","""Pada heboh Bela Negara. Pokoknya kalau masalah belain kamu, aku rela jadi yang terdepan dan bakal maju duluan!""<#>Kalau pulsa dan HP itu pasangan yang serasi. Kalau aku dan kamu adalah pasangan yang tak terpisahkan.""<#>Sehoror-horornya film, masih lebih horor kalau lihat kamu jalan sama orang lain.""<#>""Bangun tiap hari untuk kerja aja aku siap, apalagi bangun rumah tangga bareng kamu.""<#>""I don't need a perfect one. I just need someone who can make me feel that I'm the only one.""<#>Aku tidak mungkin bisa memberikanmu seluruh dunia, tapi aku berjanji padamu, aku akan menjadi seseorang yang ada hanya untukmu<#>Aku tidak sempurna, aku pun menyadari itu. Aku sering membuat kesalahan, aku pun juga tahu itu. Dan aku pun juga memahami kalau aku akan selalu mencintaimu<#>Kamu itu hampir sempurna, tetapi hanya 1 kekuranganmu. Kurang aku di pelukanmu<#>Mungkin aku bukan Obama, tapi aku seneng kalo kamu manggil aku 'o sayang<#>Kamu religius ya? Soalnya kamu itu jawaban atas segala doa-doaku<#>Aku mencintaimu dan aku tidak ingin kehilanganmu. Karena hidupku lebih baik sejak aku mengetahuinya.<#>Aku percaya bahwa setiap wanita itu istimewa, dan aku percaya bahwa setiap wanita layak mendapatkan seorang pria terhormat. Yah, aku adalah pria terhormat bagimu. Aku dilahirkan untuk menjaga dan mencintaimu<#>Kamu bisa berhenti mencari sekarang. Kamu telah menemukanku.<#>Manis kamu itu kayak susu bendera. Manisnya hingga tetes terakhir<#>Bisakah kamu berhenti menjadi begitu cantik? Kamu membuatku sangat gila.","random","","","b","","","","","0","","","","","","","","seconds","0","0","","",,,,,,,
"#sad","none","Tiba-tiba aku merasa tidak nyaman berada di mana pun. Entah itu di sekolah atau di rumah. Dan aku pun merasa orang-orang di sekitarku menjadi orang asing. Bahkan, aku merasa asing dengan diriku sendiri"" - Flipped<#>Menyerah pada keadaan bukan berarti kau lemah, terkadang menyerah berarti kau cukup kuat untuk mengikhlaskannya pergi<#>Terkadang aku ingin jadi anak kecil lagi, lutut yang terluka lebih mudah disembuhkan daripada hati yang tersakiti<#>Cinta yang sangat membara punya akhir yang paling dingin<#>Yang pacaran: hujan di luar, di kamar telpon-telponan kangen-kangenan. Yang jomblo: hujan di luar, tiduran di comberan<#>Saking galaunya, dengerin lagu buka dikit joss pun sampai nangis<#>Seberat apapun pekerjaan, apabila tidak dikerjakan maka akan terasa ringan<#>Badan lemes, tenggorokan sakit, mata berkunang-kunang, kata dokter: keracunan janji manis<#>Cieee yang nelpon pacarnya terus ada operator bilang 'Nomor yang anda hubungi sedang selingkuh<#>Cinta datang dari mata ke hati, selanjutnya dari hati ke air mata<#>Orang akan melihat kesuksesanmu, tetapi mereka tidak akan melihat perjuanganmu<#>Kesedihan juga merupakan salah satu bentuk pembelaan."" - Ivo Andric<#>Daripada menangis dan mendambakan mereka yang meninggalkan jalan kita selama saat-saat gelap dalam hidup kita, mari luangkan waktu untuk berterima kasih kepada mereka yang berdiri dan membantu kita melewati jalan gelap itu."" - Nehali Lalwani.<#>Kuharap aku bisa menyakitimu seperti caramu menyakitiku. Tapi aku tahu, jika aku memiliki kesempatan, aku tidak akan melakukannya<#>Satu hal mengapa kesedihan itu begitu kejamnya dan menyakitiku karena kamu adalah orang yang berdiri di sana<#>Tak usahlah kau merasa terganggu, karena aku hanya mencintaimu dalam diam.<#>Jangan khawatir akan hari esok kesusahan hari ini cukuplah hari ini<#>Di saat tak ada seseorang yang bersedia memberikan pundaknya untuk tempat kamu mencurahkan kesedihan, hanya doa’lah yang mampu mengurangi kepedihanmu.<#>Tidakkah menyedihkan ketika kamu tersakiti, namun hanya bisa berkata, aku sudah terbiasa.<#>Jika ada seseorang yang mengajakmu ke puncak, maka ia adalah aku yang paling depan untuk menemanimu mendaki","random","","","b","","","","","0","","","","","","","","seconds","0","0","","",,,,,,,
"#pantun","none","Burung perkutut\n\nburung kuthilang\n\nkamu kentut\n\nenggak bilang bilang<#>Bread is roti\n\nshadow is bayang\n\nbefore you mati\n\nbetter you sembahyang<#>Jangan takut\n\njangan khawatir\n\nitu kentut\n\nbukan petir<#>Beli bandeng\n\ndi Malaysia\n\ngue ganteng\n\nkayak Pasha<#>Buah semangka\n\nbuah duren\n\nnggak nyangka\n\ngue keren<#>Satu titik dua koma.\nSi cantik ada yang punya.<#>Ikan hiu makan dinamit.\nYuk, kita merit<#>Kenapa nampan ada di kolong?\nWajah tampan suka menolong.<#>Mata belo, ala komedian.\nGue sama elo maunya jadian.<#>Satu titik di kertas koran.\nNeng cantik yuk ke pelaminan.<#>Pergi berlibur ke rumah paman\nSekalian belajar budaya dan tari\nTidak ada yang lebih nyaman\nSelain jaga kesehatan diri<#>Beli buah di pasar minggu\nJangan lupa membeli duku\nJangan lupa olahraga selalu\nAgar bahagia hadir selalu<#>Malam minggu malam penuh canda\nBersantai sambil berdendang gitar\nBelajarlah kamu selagi muda\nAgar nanti jadi anak pintar<#>Anak gadis dengan pipi merona\nMemakai gelang dari mutiara\nAgar hidupmu penuh dengan makna\nCobalah peduli dengan saudara<#>Siput mudah dikejar\nTak dapat ia cepat berlari\nIlmu didapat dengan belajar\nNamun harus sepenuh hati<#>Burung gagak diam termenung,\nBersiul di puncak kina. \nWalau harta setinggi gunung,\nHiduplah dengan sederhana.<#>Tupai naik pohon kelapa,\nLalu sembunyikan di balik bata.\nHidup ini tak mungkin lama,\nKepada Allah kembali kita.<#>adik belajar dalam kelas,\nMelihat dara di atas dahan. \nBetapa indahnya hati ikhlas,\nHanya mencari ridha Tuhan.<#>Ke mencari sungai ikan,\nPegang ekor atau kepala. \nJangan takut berbuat baik,\nSemua dibalas pahala.","random","","","b","","","","","0","","","","","","","","seconds","0","0","","",,,,,,,
"#quontes","none","Segala sesuatu memiliki kesudahan, yang sudah berakhir biarlah berlalu dan yakinlah semua akan baik-baik saja.<#>Setiap detik sangatlah berharga karena waktu mengetahui banyak hal, termasuk rahasia hati.<#>Jika kamu tak menemukan buku yang kamu cari di rak, maka tulislah sendiri.<#>Jika hatimu banyak merasakan sakit, maka belajarlah dari rasa sakit itu untuk tidak memberikan rasa sakit pada orang lain<#>Hidup tak selamanya tentang pacar.<#>Keyakinan merupakan suatu pengetahuan di dalam hati, jauh tak terjangkau oleh bukti."" (Kahlil Gibran, Pujangga)<#>Rasa bahagia dan tak bahagia bukan berasal dari apa yang kamu miliki, bukan pula berasal dari siapa diri kamu, atau apa yang kamu kerjakan. Bahagia dan tak bahagia berasal dari pikiran kamu."" (Dale Carnegie)<#>Sakit dalam perjuangan itu hanya sementara. Bisa jadi kamu rasakan dalam semenit, sejam, sehari, atau setahun. Namun jika menyerah, rasa sakit itu akan terasa selamanya."" (Lance Armstrong)<#>Jadilah diri kamu sendiri. Siapa lagi yang bisa melakukannya lebih baik ketimbang diri kamu sendiri?"" (Frank J Giblin)<#>Jangan bermain-main dengan perasaan orang lain. Jangan, itu menyakitkan. Dan besok lusa, boleh jadi giliran perasaan kita yang dijadikan mainan orang lain."" (Tere Liye)<#>Kalau kita menyelamatkan hati orang lain, suatu saat Tuhan pasti akan menyelamatkan kita.<#>Bukan tempatnya yang sempit, hatinya saja yang kurang lapang. Bukan rezekinya yang sedikit, bersyukurnya saja yang kurang.<#>Sejatinya seseorang hanya suka menilai buruk orang lain, namun tidak suka dirinya dinilai buruk. Suka mengritik orang lain, namun tidak suka dikritik orang lain.<#>Jika kau mendapat sahabat sejati yang tak luntur baik dalam keadaan suka ataupun duka. Berjanjilah dalam hatimu untuk selalu setia padanya.","random","","","b","","","","","0","","","","","","","","seconds","0","0","","",,,,,,,
"#puisi","none","Bangku Di Teras Rumahku\n\nDi kala senja melebur mengelabu\nDi kala matahari sangat lelah dan tak mau lagi duduk berbincang\nKelebatan malam tidak lagi memberikan ultimatum ketakutan\nHingga jendela pun tertutup tidak membuatku turut masuk\nKursi di teras teramat nyaman jika kamu disebelahnya\n\nRasa sakit teramat berat hingga saat matahari masih ingin terduduk aku telah beranjak\nMencoba mengeringkan luka dan berusaha merajut kembali\nTidak ada kau dan matahari, aku masih berlama di sana\nBerteriak di dalam kerinduan\nPada jiwa yang telah pergi<#>Menyerah\n\nAku harus menyerah\nSudah kucoba untuk bertahan namun tak kuasa\nAku harus menyerah\nBesar harapanku untuk bertahan namun hati tak bisa lagi menerima\n\nAku harus menyerah\nRasa sakit ini sudah terlalu parah hingga membuat hatiku pecah bergelimang darah\nDan perasaanku terporak-poranda\n\nAku harus menyerah\nKan kututup semua lembar kisah mimpi indah hidup ini\nCukup sudah sampai disini, aku menyerah.\n\n****<#>Sembahyang Rindu\n\nBahkan ombak pun menolak membawa rinduku padamu\n\nBersama angin kusembahyangkan diri\nMentakbirkan daun dan rumput\nMelambai jauh padamu\nGelora doa dizikir ombak\nMentasbihkan pasir-pasir\nMenghampar sepanjang waktu\n\nKini baru kutahu\nRindu bertahun kuwirid di angin malam\nBelum sampai padamu\nSeperti ombak pulang balik ke tepian\nHanya deru zikirku yang lantang\nSeperti pekik pungguk memanggil bulan\nTangisku mengeris lengang\nMenunggu kau datang\n\nSeperti menangkap bayang\nDi pancaran cahayamu yang cerlang Oleh:  Nuryana Asmaudi SA<#>Aku Kehilangan Parasmu\n\nLovina\nYa, kita pernah singgah ke pantai ini\nSesudah kau kecup bibirku di sanur dan kuta\nSaat matahari berdiri di alis matamuPara bule yang berjemur memandangi kita\nSeperti ingin menerbangkan busur\nKe angkasa: kuta mengikatkan cinta\n\nTapi di tukad cebol kembali terlunta\nSeakan adam dan hawa berburu cinta\nDi bukit rahma bertemu pula\nAku kehilangan parasmu\nNamamu tak mampu kuterjemahkan Oleh: Isbedy Stiawan ZS<#>Sepi\n\nTersebab\nTak mungkin bisa bersama\nMaka aku selalu menuliskan syair hati\nDimana kehidupan dunia bisa diatur sesuai mauku\nLantas kau dan aku menjadi kita\n\nHanya bisa memanggil ingatan untuk mengusir kesunyian\nTapi ia datang tak pernah sendirian\nSelalu beserta kerinduan\n\nTerbayang suatu hari tangan kita terkait\nTerlelap bersama dibawah saku langit\nSepi ini selalu menghantarkanku padamu<#>Aku Mencintaimu\n\nAku mampu bernarasi\nAku mampu berimaji\nAku juga mampu berpuisi\nMenuangkan segala kata hati\nPadamu aku mencintai\n\nLuasnya benua, tak seluas harapanku\nIndahnya senja sama indahnya dengan puisiku\nAku lumpuh jika aku kehilangan\nKehilangan segala lurusan bait juga kehilangan cinta sepertimu<#>Hancur\n\nSeperti pisau tajam yang menusuk hati\ntak pernah bisa dilepas lagi\nmenusuk sampai nurani\ntempat aku bingkai indah namamu\n\nAku hanyalah serpihan puing yang rapuh\ningin aku ceritakan kehancuran ini\ntapi, kau seolah tak peduli\ntak mampu kusatukan lagi kepingan hati<#>Zona Pertemanan\n\nAku ingat pertama kali melihatmu\nKau masuk ke hidupku tanpa permisi\nBerputar bagai gasing di dalam pikiranku\nEntah kau milik siapa\n\nKau tulus untuk selalu datang menyapa setiap hari\nAku saja yang menolak\ndan lebih memilih menatap ke arah lain Oleh: Fiersa Besari<#>Catatan Kelam\n\nRuang perawatan adalah lebih baik\nLebih sempurna ketimbang harus sehat berjalan wajar\nLebih indah untuk sekedar pendar cahaya bulan\nPada waktu di mana semua harus mendapat ultimatum untuk terus berjalan\nTanpa arti jarak yang telah tertempuh\n\nBila kau pergi sesaat setelah aku ada pada waktu\nUntuk apa senyum penyambutannya\nBila tangisan tak bisa kau bendung pergi\nSesaat setelah semua di mulai, ini telah usai\nCerita kita bergegas berakhir<#>Rindu Sahabat\n\nDi kala malam datang\nDi saat itulah aku selalu merindukanmu\nKamu yang dulu selalu bersamaku\nKini kau telah jauh di negeri orang\nKita terpisahkan oleh jarak yang begitu jauh.\n\nAndai kau tau\nAku di sini selalu merindumu\nAku rindu pada sosok dirimu yang begitu ceria\nEntah gimana keadaanmu sekarang.","random","","","b","","","","","0","","","","","","","","seconds","0","0","","",,,,,,,
